A = 6.0828, B = 6.0828, C = 19.0263, EAR = 0.3197 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 17.2627, EAR = 0.2954 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 6.0828, C = 18.1108, EAR = 0.3087 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0990, B = 5.0990, C = 17.1172, EAR = 0.2979 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0990, B = 5.0000, C = 19.0000, EAR = 0.2658 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 6.0828, B = 6.0000, C = 17.1172, EAR = 0.3529 
A = 5.0000, B = 5.0000, C = 19.1050, EAR = 0.2617 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 5.0990, B = 5.0000, C = 19.0263, EAR = 0.2654 
A = 5.0990, B = 5.0990, C = 17.1172, EAR = 0.2979 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0990, C = 17.1172, EAR = 0.2979 
A = 4.0000, B = 5.0000, C = 19.0263, EAR = 0.2365 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 4.0000, B = 5.0990, C = 19.0263, EAR = 0.2391 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 6.0828, B = 6.0000, C = 18.0278, EAR = 0.3351 
A = 4.0000, B = 5.0000, C = 19.0263, EAR = 0.2365 
A = 5.0990, B = 5.0990, C = 17.1172, EAR = 0.2979 
A = 5.0990, B = 5.0000, C = 19.0263, EAR = 0.2654 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0990, B = 5.0000, C = 19.0263, EAR = 0.2654 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 6.0828, B = 6.0000, C = 17.0294, EAR = 0.3548 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0990, C = 17.1172, EAR = 0.2979 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 6.0828, B = 6.0000, C = 17.1172, EAR = 0.3529 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 6.0828, B = 6.0000, C = 17.0294, EAR = 0.3548 
A = 3.0000, B = 3.1623, C = 19.0000, EAR = 0.1622 
A = 3.0000, B = 4.0000, C = 17.0294, EAR = 0.2055 
A = 2.0000, B = 3.0000, C = 17.0294, EAR = 0.1468 
A = 3.0000, B = 2.0000, C = 17.0294, EAR = 0.1468 
A = 3.1623, B = 3.0000, C = 18.0000, EAR = 0.1712 
A = 3.0000, B = 3.0000, C = 17.0000, EAR = 0.1765 
A = 3.1623, B = 3.0000, C = 17.0000, EAR = 0.1812 
A = 3.1623, B = 3.0000, C = 16.0000, EAR = 0.1926 
A = 3.0000, B = 3.0000, C = 18.0000, EAR = 0.1667 
A = 3.0000, B = 3.0000, C = 17.0000, EAR = 0.1765 
A = 3.0000, B = 2.0000, C = 18.0000, EAR = 0.1389 
A = 3.0000, B = 3.0000, C = 17.0294, EAR = 0.1762 
A = 3.1623, B = 2.0000, C = 17.0000, EAR = 0.1518 
A = 3.0000, B = 3.0000, C = 17.0000, EAR = 0.1765 
A = 3.1623, B = 2.2361, C = 18.0000, EAR = 0.1500 
A = 3.0000, B = 3.0000, C = 17.0000, EAR = 0.1765 
A = 3.1623, B = 2.2361, C = 18.0278, EAR = 0.1497 
A = 3.0000, B = 2.0000, C = 17.0000, EAR = 0.1471 
A = 2.2361, B = 3.0000, C = 18.0278, EAR = 0.1452 
A = 3.0000, B = 3.0000, C = 17.0000, EAR = 0.1765 
A = 2.0000, B = 3.0000, C = 18.0278, EAR = 0.1387 
A = 3.0000, B = 3.0000, C = 17.0000, EAR = 0.1765 
A = 2.2361, B = 3.0000, C = 18.0278, EAR = 0.1452 
A = 3.0000, B = 3.0000, C = 17.0000, EAR = 0.1765 
A = 3.0000, B = 3.0000, C = 18.0278, EAR = 0.1664 
A = 3.0000, B = 3.0000, C = 16.0312, EAR = 0.1871 
A = 3.1623, B = 2.0000, C = 18.0278, EAR = 0.1432 
A = 3.0000, B = 2.0000, C = 17.0000, EAR = 0.1471 
A = 3.0000, B = 2.0000, C = 18.0000, EAR = 0.1389 
A = 3.0000, B = 2.0000, C = 16.0312, EAR = 0.1559 
A = 3.0000, B = 3.0000, C = 18.0278, EAR = 0.1664 
A = 3.0000, B = 3.0000, C = 16.0312, EAR = 0.1871 
A = 2.2361, B = 3.0000, C = 18.0000, EAR = 0.1454 
A = 3.0000, B = 2.0000, C = 17.0000, EAR = 0.1471 
A = 2.0000, B = 3.0000, C = 17.0294, EAR = 0.1468 
A = 3.0000, B = 3.0000, C = 16.0000, EAR = 0.1875 
A = 3.0000, B = 3.0000, C = 18.0278, EAR = 0.1664 
A = 3.1623, B = 2.0000, C = 17.0294, EAR = 0.1516 
A = 3.0000, B = 3.0000, C = 18.0278, EAR = 0.1664 
A = 3.0000, B = 2.0000, C = 16.0312, EAR = 0.1559 
A = 3.0000, B = 3.0000, C = 17.0294, EAR = 0.1762 
A = 3.0000, B = 2.0000, C = 16.0312, EAR = 0.1559 
A = 3.0000, B = 3.0000, C = 18.0278, EAR = 0.1664 
A = 2.0000, B = 3.0000, C = 16.0000, EAR = 0.1562 
A = 3.0000, B = 2.2361, C = 18.0000, EAR = 0.1454 
A = 2.2361, B = 3.0000, C = 17.0000, EAR = 0.1540 
A = 3.0000, B = 3.0000, C = 18.0278, EAR = 0.1664 
A = 3.0000, B = 3.0000, C = 17.0294, EAR = 0.1762 
A = 3.0000, B = 4.0000, C = 18.0000, EAR = 0.1944 
A = 3.0000, B = 4.0000, C = 17.0294, EAR = 0.2055 
A = 4.0000, B = 4.1231, C = 18.0000, EAR = 0.2256 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.0000, B = 4.0000, C = 18.0000, EAR = 0.2222 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 6.0000, B = 5.0990, C = 19.0263, EAR = 0.2917 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 6.0000, B = 5.0000, C = 18.0000, EAR = 0.3056 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 6.0000, C = 17.1172, EAR = 0.3242 
A = 6.0000, B = 5.0990, C = 18.0000, EAR = 0.3083 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 6.0000, B = 5.0000, C = 19.0263, EAR = 0.2891 
A = 5.0990, B = 6.0000, C = 17.1172, EAR = 0.3242 
A = 6.0000, B = 5.0000, C = 19.0263, EAR = 0.2891 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 6.0000, B = 5.0000, C = 19.0263, EAR = 0.2891 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 6.0000, B = 6.0000, C = 19.0263, EAR = 0.3154 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 6.0000, C = 18.1108, EAR = 0.3064 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 17.1172, EAR = 0.3529 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 17.1172, EAR = 0.3529 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 17.1172, EAR = 0.3529 
A = 6.0000, B = 5.0990, C = 18.0000, EAR = 0.3083 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 6.0000, B = 6.0000, C = 19.0000, EAR = 0.3158 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 6.0000, B = 6.0000, C = 19.0263, EAR = 0.3154 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 6.0000, C = 19.0263, EAR = 0.2891 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 6.0000, B = 6.0000, C = 19.0263, EAR = 0.3154 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 6.0000, C = 17.1172, EAR = 0.3242 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 17.1172, EAR = 0.3529 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 6.0828, B = 5.0990, C = 18.1108, EAR = 0.3087 
A = 6.0000, B = 5.0000, C = 19.0263, EAR = 0.2891 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0000, B = 6.0828, C = 18.1108, EAR = 0.3336 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 6.0828, B = 6.0828, C = 18.1108, EAR = 0.3359 
A = 5.0000, B = 6.0000, C = 19.0263, EAR = 0.2891 
A = 5.0000, B = 6.0828, C = 18.1108, EAR = 0.3060 
A = 5.0000, B = 6.0828, C = 18.0278, EAR = 0.3074 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 6.0828, C = 19.0263, EAR = 0.2912 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 6.0828, C = 19.0263, EAR = 0.2912 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 18.1108, EAR = 0.3336 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0000, C = 17.1172, EAR = 0.3529 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 6.0000, B = 5.0000, C = 19.0000, EAR = 0.2895 
A = 5.0990, B = 6.0000, C = 17.1172, EAR = 0.3242 
A = 5.0000, B = 6.0000, C = 19.0263, EAR = 0.2891 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 6.0000, C = 19.0263, EAR = 0.2891 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 6.0828, C = 19.0263, EAR = 0.2912 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.2483, EAR = 0.2767 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 6.0828, B = 6.0828, C = 18.1108, EAR = 0.3359 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 4.0000, B = 5.0990, C = 19.0263, EAR = 0.2391 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 4.1231, B = 4.1231, C = 18.1108, EAR = 0.2277 
A = 4.0000, B = 5.0000, C = 19.0263, EAR = 0.2365 
A = 5.0990, B = 5.0000, C = 17.0294, EAR = 0.2965 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0000, B = 6.0000, C = 17.1172, EAR = 0.3213 
A = 4.1231, B = 5.0000, C = 19.0263, EAR = 0.2397 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 4.0000, B = 5.0000, C = 17.1172, EAR = 0.2629 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 5.0000, B = 5.0000, C = 18.0000, EAR = 0.2778 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0990, B = 5.0000, C = 19.0263, EAR = 0.2654 
A = 6.0000, B = 5.0000, C = 17.0294, EAR = 0.3230 
A = 4.0000, B = 5.0000, C = 19.0263, EAR = 0.2365 
A = 5.0000, B = 5.0000, C = 17.0294, EAR = 0.2936 
A = 4.0000, B = 5.0000, C = 18.0278, EAR = 0.2496 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 5.0990, B = 5.0000, C = 19.0000, EAR = 0.2658 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 5.0990, B = 5.0000, C = 19.0000, EAR = 0.2658 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 5.0990, B = 5.0000, C = 19.0263, EAR = 0.2654 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0990, B = 5.0000, C = 19.0000, EAR = 0.2658 
A = 6.0828, B = 6.0000, C = 17.0294, EAR = 0.3548 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 6.0000, B = 5.0000, C = 19.0263, EAR = 0.2891 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 18.0000, EAR = 0.2778 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 5.0000, B = 4.0000, C = 19.0000, EAR = 0.2368 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0990, C = 19.0000, EAR = 0.2658 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 4.0000, C = 19.0000, EAR = 0.2368 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0990, C = 19.0263, EAR = 0.2654 
A = 5.0990, B = 5.0000, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0990, C = 19.0000, EAR = 0.2658 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 4.1231, C = 19.0000, EAR = 0.2401 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0000, C = 18.0278, EAR = 0.2774 
A = 5.0000, B = 5.0990, C = 17.1172, EAR = 0.2950 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 5.0000, B = 4.0000, C = 17.0294, EAR = 0.2642 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 4.0000, B = 4.0000, C = 17.0294, EAR = 0.2349 
A = 4.0000, B = 5.0000, C = 18.0278, EAR = 0.2496 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0000, C = 18.1108, EAR = 0.2761 
A = 5.0000, B = 4.0000, C = 18.0000, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 18.1108, EAR = 0.2761 
A = 4.0000, B = 4.0000, C = 18.0000, EAR = 0.2222 
A = 5.0000, B = 4.1231, C = 18.1108, EAR = 0.2519 
A = 4.0000, B = 4.0000, C = 18.0000, EAR = 0.2222 
A = 5.0000, B = 4.0000, C = 17.1172, EAR = 0.2629 
A = 5.0000, B = 4.0000, C = 18.0278, EAR = 0.2496 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 4.0000, B = 5.0990, C = 18.0278, EAR = 0.2524 
A = 4.0000, B = 4.1231, C = 18.0278, EAR = 0.2253 
A = 4.0000, B = 4.1231, C = 18.0278, EAR = 0.2253 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0990, B = 4.0000, C = 19.0263, EAR = 0.2391 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 4.0000, C = 19.0263, EAR = 0.2365 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 4.0000, B = 5.0000, C = 18.0278, EAR = 0.2496 
A = 4.1231, B = 4.0000, C = 18.1108, EAR = 0.2243 
A = 4.0000, B = 5.0000, C = 19.0263, EAR = 0.2365 
A = 5.0990, B = 4.0000, C = 18.1108, EAR = 0.2512 
A = 4.0000, B = 5.0990, C = 18.0278, EAR = 0.2524 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0000, B = 5.0990, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0990, C = 17.0294, EAR = 0.2965 
A = 5.0000, B = 5.0990, C = 19.0263, EAR = 0.2654 
A = 5.0000, B = 5.0990, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 5.0000, C = 17.1172, EAR = 0.2921 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 4.0000, B = 5.0990, C = 17.1172, EAR = 0.2658 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0000, B = 5.0990, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 4.0000, B = 4.1231, C = 17.1172, EAR = 0.2373 
A = 5.0000, B = 5.0000, C = 18.0278, EAR = 0.2774 
A = 5.0000, B = 5.0990, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0990, C = 18.0278, EAR = 0.2801 
A = 5.0000, B = 6.0000, C = 17.1172, EAR = 0.3213 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 5.0000, B = 5.0990, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 4.1231, B = 5.0990, C = 18.1108, EAR = 0.2546 
A = 5.0000, B = 5.0990, C = 18.0000, EAR = 0.2805 
A = 5.0000, B = 5.0990, C = 17.1172, EAR = 0.2950 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 4.0000, C = 19.0263, EAR = 0.2365 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 4.0000, C = 19.0000, EAR = 0.2368 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 18.0000, EAR = 0.2778 
A = 5.0000, B = 5.0990, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 18.1108, EAR = 0.2788 
A = 4.0000, B = 5.0000, C = 19.0263, EAR = 0.2365 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 4.1231, B = 5.0000, C = 19.0263, EAR = 0.2397 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0990, C = 18.1108, EAR = 0.2815 
A = 5.0000, B = 6.0000, C = 19.0263, EAR = 0.2891 
A = 6.0000, B = 5.0990, C = 18.2483, EAR = 0.3041 
A = 6.0000, B = 6.0000, C = 19.0263, EAR = 0.3154 
A = 6.0000, B = 5.0990, C = 18.2483, EAR = 0.3041 
A = 5.0000, B = 6.0000, C = 19.0263, EAR = 0.2891 
A = 6.0000, B = 5.0990, C = 18.2483, EAR = 0.3041 
A = 6.0000, B = 6.0000, C = 19.0263, EAR = 0.3154 
A = 6.0000, B = 5.0990, C = 18.2483, EAR = 0.3041 
A = 6.0000, B = 6.0000, C = 19.0263, EAR = 0.3154 
A = 6.0000, B = 5.0990, C = 18.2483, EAR = 0.3041 
A = 6.0000, B = 6.0000, C = 18.0278, EAR = 0.3328 
A = 6.0000, B = 5.0990, C = 17.2627, EAR = 0.3215 
A = 6.0000, B = 6.0828, C = 18.0278, EAR = 0.3351 
A = 6.0000, B = 6.0828, C = 18.2483, EAR = 0.3311 
A = 6.0828, B = 6.0000, C = 19.0263, EAR = 0.3175 
A = 6.0828, B = 5.0000, C = 17.2627, EAR = 0.3210 
A = 6.0828, B = 6.0000, C = 19.0000, EAR = 0.3180 
A = 6.0828, B = 5.0990, C = 17.1172, EAR = 0.3266 
A = 6.0828, B = 6.0000, C = 19.0000, EAR = 0.3180 
A = 6.0828, B = 5.0000, C = 18.2483, EAR = 0.3037 
A = 5.0990, B = 6.0000, C = 19.0263, EAR = 0.2917 
A = 6.0828, B = 5.0000, C = 17.1172, EAR = 0.3237 
A = 6.0828, B = 6.0000, C = 19.0263, EAR = 0.3175 
A = 6.0828, B = 5.0000, C = 18.2483, EAR = 0.3037 
A = 6.0828, B = 6.0000, C = 19.0263, EAR = 0.3175 
A = 6.0828, B = 5.0000, C = 18.2483, EAR = 0.3037 
A = 6.0828, B = 6.0000, C = 19.0263, EAR = 0.3175 
