A = 4.0000, B = 3.1623, C = 18.0278, EAR = 0.1986 
A = 5.0000, B = 7.0711, C = 20.0250, EAR = 0.3014 
A = 6.0828, B = 6.0828, C = 20.2237, EAR = 0.3008 
A = 5.0000, B = 6.0000, C = 20.0250, EAR = 0.2747 
A = 6.0828, B = 7.0711, C = 21.3776, EAR = 0.3077 
A = 6.0000, B = 6.0000, C = 20.0250, EAR = 0.2996 
A = 6.0828, B = 6.0828, C = 20.2237, EAR = 0.3008 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0990, B = 6.0828, C = 21.3776, EAR = 0.2615 
A = 6.0000, B = 6.0000, C = 20.0250, EAR = 0.2996 
A = 6.3246, B = 6.0828, C = 21.3776, EAR = 0.2902 
A = 6.0000, B = 6.0000, C = 21.0238, EAR = 0.2854 
A = 6.0828, B = 6.0828, C = 21.3776, EAR = 0.2845 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 6.0000, B = 6.0000, C = 20.0998, EAR = 0.2985 
A = 6.3246, B = 7.0711, C = 21.3776, EAR = 0.3133 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.3852, B = 6.0828, C = 20.2237, EAR = 0.2835 
A = 6.0000, B = 6.0828, C = 20.0250, EAR = 0.3017 
A = 5.0990, B = 6.0828, C = 21.3776, EAR = 0.2615 
A = 6.0000, B = 6.0000, C = 20.0250, EAR = 0.2996 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 6.0828, B = 5.0990, C = 22.2036, EAR = 0.2518 
A = 5.0990, B = 6.0000, C = 20.0250, EAR = 0.2771 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0990, B = 6.0000, C = 21.0238, EAR = 0.2640 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 6.0828, C = 20.0250, EAR = 0.2767 
A = 5.0990, B = 6.0828, C = 21.3776, EAR = 0.2615 
A = 5.0000, B = 6.0828, C = 20.0250, EAR = 0.2767 
A = 5.3852, B = 6.0828, C = 21.2132, EAR = 0.2703 
A = 6.0000, B = 6.0000, C = 20.0250, EAR = 0.2996 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 5.3852, B = 6.0828, C = 22.2036, EAR = 0.2582 
A = 6.0000, B = 6.0000, C = 20.0250, EAR = 0.2996 
A = 5.0990, B = 6.0828, C = 20.2237, EAR = 0.2765 
A = 5.0000, B = 6.0000, C = 20.0998, EAR = 0.2736 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 5.0000, B = 5.0990, C = 19.0263, EAR = 0.2654 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 3.1623, B = 4.0000, C = 20.0250, EAR = 0.1788 
A = 4.1231, B = 3.0000, C = 21.0950, EAR = 0.1688 
A = 3.0000, B = 3.0000, C = 20.0250, EAR = 0.1498 
A = 4.1231, B = 3.1623, C = 21.0950, EAR = 0.1727 
A = 4.0000, B = 4.1231, C = 20.0250, EAR = 0.2028 
A = 4.1231, B = 3.1623, C = 20.0998, EAR = 0.1812 
A = 4.1231, B = 4.0000, C = 19.0263, EAR = 0.2135 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 4.1231, B = 5.0000, C = 19.0263, EAR = 0.2397 
A = 4.1231, B = 5.0000, C = 20.2237, EAR = 0.2256 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0990, B = 5.0000, C = 20.2237, EAR = 0.2497 
A = 5.0000, B = 5.0990, C = 19.0263, EAR = 0.2654 
A = 5.0990, B = 5.0990, C = 21.3776, EAR = 0.2385 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0000, B = 5.0000, C = 20.2237, EAR = 0.2472 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0990, C = 20.0250, EAR = 0.2522 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 4.1231, B = 5.0000, C = 20.0250, EAR = 0.2278 
A = 4.1231, B = 5.0000, C = 21.2132, EAR = 0.2150 
A = 6.0000, B = 6.0000, C = 21.0238, EAR = 0.2854 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 5.0990, B = 5.0000, C = 19.1050, EAR = 0.2643 
A = 5.0990, B = 4.1231, C = 19.2354, EAR = 0.2397 
A = 4.0000, B = 4.0000, C = 21.0950, EAR = 0.1896 
A = 4.1231, B = 4.0000, C = 20.0998, EAR = 0.2021 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0000, B = 4.0000, C = 21.0950, EAR = 0.2133 
A = 5.0000, B = 5.0000, C = 21.0238, EAR = 0.2378 
A = 5.0000, B = 5.0000, C = 21.0950, EAR = 0.2370 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 4.1231, B = 5.0990, C = 20.2237, EAR = 0.2280 
A = 5.0000, B = 5.0990, C = 22.2036, EAR = 0.2274 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0000, B = 4.0000, C = 21.0950, EAR = 0.2133 
A = 4.0000, B = 4.0000, C = 21.0950, EAR = 0.1896 
A = 5.0990, B = 4.1231, C = 20.0998, EAR = 0.2294 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0990, B = 4.0000, C = 20.0998, EAR = 0.2263 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 4.1231, B = 5.0000, C = 20.2237, EAR = 0.2256 
A = 4.0000, B = 4.1231, C = 21.2132, EAR = 0.1915 
A = 5.0990, B = 4.0000, C = 20.2237, EAR = 0.2250 
A = 6.0000, B = 6.0000, C = 20.0250, EAR = 0.2996 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 4.1231, B = 5.0000, C = 20.2237, EAR = 0.2256 
A = 4.0000, B = 4.0000, C = 20.2237, EAR = 0.1978 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 4.0000, B = 4.0000, C = 21.2132, EAR = 0.1886 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0000, B = 4.0000, C = 21.0950, EAR = 0.2133 
A = 5.0990, B = 4.0000, C = 22.2036, EAR = 0.2049 
A = 6.0828, B = 5.0000, C = 21.2132, EAR = 0.2612 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 4.1231, B = 5.0990, C = 20.2237, EAR = 0.2280 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0990, B = 4.0000, C = 21.0950, EAR = 0.2157 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0990, B = 4.0000, C = 20.2237, EAR = 0.2250 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 5.0000, B = 4.0000, C = 20.2237, EAR = 0.2225 
A = 4.1231, B = 4.1231, C = 21.0950, EAR = 0.1955 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 5.0990, B = 5.0000, C = 20.2237, EAR = 0.2497 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.1231, B = 4.0000, C = 19.1050, EAR = 0.2126 
A = 3.1623, B = 4.0000, C = 21.0950, EAR = 0.1698 
A = 4.1231, B = 4.0000, C = 21.2132, EAR = 0.1915 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 4.1231, B = 5.0990, C = 21.0950, EAR = 0.2186 
A = 5.0000, B = 5.0990, C = 21.2132, EAR = 0.2380 
A = 4.1231, B = 5.0000, C = 21.2132, EAR = 0.2150 
A = 4.0000, B = 4.0000, C = 21.0238, EAR = 0.1903 
A = 4.1231, B = 5.0000, C = 21.2132, EAR = 0.2150 
A = 4.0000, B = 4.0000, C = 21.0950, EAR = 0.1896 
A = 5.0990, B = 4.1231, C = 20.2237, EAR = 0.2280 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 5.0990, B = 5.0990, C = 20.0998, EAR = 0.2537 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 4.1231, B = 5.0000, C = 20.0998, EAR = 0.2269 
A = 4.0000, B = 4.1231, C = 21.0238, EAR = 0.1932 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 5.0990, B = 4.1231, C = 19.0263, EAR = 0.2424 
A = 5.0990, B = 5.0990, C = 20.0998, EAR = 0.2537 
A = 5.0000, B = 4.1231, C = 21.0950, EAR = 0.2162 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 4.0000, B = 4.1231, C = 20.0998, EAR = 0.2021 
A = 4.0000, B = 5.0000, C = 21.2132, EAR = 0.2121 
A = 3.1623, B = 3.1623, C = 21.0238, EAR = 0.1504 
A = 3.1623, B = 3.0000, C = 21.0950, EAR = 0.1461 
A = 3.0000, B = 2.0000, C = 21.0000, EAR = 0.1190 
A = 3.1623, B = 2.0000, C = 21.0238, EAR = 0.1228 
A = 2.0000, B = 2.0000, C = 22.0227, EAR = 0.0908 
A = 2.2361, B = 2.0000, C = 21.0238, EAR = 0.1007 
A = 2.0000, B = 2.0000, C = 21.0238, EAR = 0.0951 
A = 2.2361, B = 2.0000, C = 21.0950, EAR = 0.1004 
A = 2.0000, B = 2.0000, C = 21.0238, EAR = 0.0951 
A = 2.2361, B = 2.0000, C = 21.0950, EAR = 0.1004 
A = 3.0000, B = 3.0000, C = 21.0950, EAR = 0.1422 
A = 3.0000, B = 3.0000, C = 21.0950, EAR = 0.1422 
A = 4.0000, B = 4.0000, C = 19.0263, EAR = 0.2102 
A = 5.0000, B = 4.0000, C = 21.2132, EAR = 0.2121 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 4.1231, B = 5.0000, C = 21.2132, EAR = 0.2150 
A = 5.0000, B = 4.1231, C = 20.0998, EAR = 0.2269 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 5.0000, B = 4.0000, C = 19.1050, EAR = 0.2355 
A = 5.0000, B = 5.0000, C = 20.2237, EAR = 0.2472 
A = 5.0000, B = 5.0000, C = 20.0250, EAR = 0.2497 
A = 5.0000, B = 5.0000, C = 20.2237, EAR = 0.2472 
A = 4.0000, B = 5.0000, C = 20.0250, EAR = 0.2247 
A = 5.0990, B = 5.0000, C = 20.2237, EAR = 0.2497 
A = 4.0000, B = 5.0000, C = 20.0250, EAR = 0.2247 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 4.0000, B = 5.0990, C = 21.0238, EAR = 0.2164 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 4.0000, B = 4.0000, C = 19.0263, EAR = 0.2102 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 4.0000, B = 4.1231, C = 20.0250, EAR = 0.2028 
A = 5.0000, B = 4.0000, C = 20.0998, EAR = 0.2239 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.0000, B = 5.0000, C = 21.0950, EAR = 0.2133 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.1231, B = 5.0000, C = 21.0950, EAR = 0.2162 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 5.0990, B = 5.0990, C = 21.0950, EAR = 0.2417 
A = 5.0000, B = 4.1231, C = 21.0238, EAR = 0.2170 
A = 5.0990, B = 4.0000, C = 21.0950, EAR = 0.2157 
A = 4.0000, B = 4.0000, C = 21.0238, EAR = 0.1903 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 3.0000, B = 4.0000, C = 20.0250, EAR = 0.1748 
A = 4.1231, B = 4.0000, C = 20.0998, EAR = 0.2021 
A = 4.0000, B = 4.1231, C = 21.0950, EAR = 0.1925 
A = 4.0000, B = 5.0000, C = 22.0907, EAR = 0.2037 
A = 3.0000, B = 4.0000, C = 20.0250, EAR = 0.1748 
A = 5.0000, B = 4.0000, C = 20.2237, EAR = 0.2225 
A = 4.0000, B = 3.0000, C = 21.0950, EAR = 0.1659 
A = 4.0000, B = 4.0000, C = 20.2237, EAR = 0.1978 
A = 4.0000, B = 4.0000, C = 21.0238, EAR = 0.1903 
A = 4.1231, B = 4.0000, C = 21.0950, EAR = 0.1925 
A = 3.0000, B = 4.0000, C = 21.0950, EAR = 0.1659 
A = 4.0000, B = 4.0000, C = 21.2132, EAR = 0.1886 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 3.1623, B = 4.0000, C = 21.0238, EAR = 0.1703 
A = 4.0000, B = 4.0000, C = 20.2237, EAR = 0.1978 
A = 4.0000, B = 4.1231, C = 21.0238, EAR = 0.1932 
A = 5.0990, B = 4.0000, C = 21.2132, EAR = 0.2145 
A = 3.0000, B = 3.1623, C = 21.0950, EAR = 0.1461 
A = 4.1231, B = 4.1231, C = 20.2237, EAR = 0.2039 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 4.0000, B = 4.0000, C = 21.0950, EAR = 0.1896 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 4.0000, B = 3.1623, C = 21.0950, EAR = 0.1698 
A = 5.0990, B = 4.0000, C = 21.2132, EAR = 0.2145 
A = 3.0000, B = 3.0000, C = 22.0907, EAR = 0.1358 
A = 4.1231, B = 4.0000, C = 21.0950, EAR = 0.1925 
A = 4.0000, B = 4.0000, C = 21.0238, EAR = 0.1903 
A = 4.1231, B = 4.0000, C = 22.0907, EAR = 0.1839 
A = 4.0000, B = 4.0000, C = 21.0238, EAR = 0.1903 
A = 4.0000, B = 4.0000, C = 21.2132, EAR = 0.1886 
A = 3.0000, B = 4.0000, C = 21.0238, EAR = 0.1665 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 4.0000, B = 4.0000, C = 21.0238, EAR = 0.1903 
A = 4.1231, B = 4.1231, C = 21.0950, EAR = 0.1955 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.1231, B = 4.0000, C = 22.0907, EAR = 0.1839 
A = 3.0000, B = 4.0000, C = 20.0250, EAR = 0.1748 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 4.0000, B = 3.0000, C = 21.0000, EAR = 0.1667 
A = 4.1231, B = 4.0000, C = 20.0998, EAR = 0.2021 
A = 3.0000, B = 4.0000, C = 21.0238, EAR = 0.1665 
A = 4.0000, B = 4.0000, C = 21.2132, EAR = 0.1886 
A = 4.0000, B = 4.0000, C = 21.0238, EAR = 0.1903 
A = 4.0000, B = 4.0000, C = 21.0950, EAR = 0.1896 
A = 3.0000, B = 3.0000, C = 22.0227, EAR = 0.1362 
A = 4.1231, B = 4.0000, C = 21.2132, EAR = 0.1915 
A = 4.0000, B = 3.0000, C = 21.0000, EAR = 0.1667 
A = 5.0990, B = 4.0000, C = 21.2132, EAR = 0.2145 
A = 3.0000, B = 3.0000, C = 20.0250, EAR = 0.1498 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 3.0000, B = 3.1623, C = 21.0238, EAR = 0.1466 
A = 4.1231, B = 4.1231, C = 21.2132, EAR = 0.1944 
A = 4.0000, B = 3.0000, C = 20.0000, EAR = 0.1750 
A = 4.0000, B = 4.0000, C = 20.2237, EAR = 0.1978 
A = 3.0000, B = 3.0000, C = 20.0250, EAR = 0.1498 
A = 3.1623, B = 4.0000, C = 21.0950, EAR = 0.1698 
A = 4.0000, B = 3.0000, C = 21.0238, EAR = 0.1665 
A = 4.1231, B = 4.1231, C = 21.0950, EAR = 0.1955 
A = 4.0000, B = 3.0000, C = 21.0238, EAR = 0.1665 
A = 4.1231, B = 3.0000, C = 21.2132, EAR = 0.1679 
A = 3.0000, B = 4.0000, C = 20.0250, EAR = 0.1748 
A = 4.0000, B = 4.0000, C = 21.2132, EAR = 0.1886 
A = 3.0000, B = 4.0000, C = 21.0238, EAR = 0.1665 
A = 4.1231, B = 3.1623, C = 21.2132, EAR = 0.1717 
A = 3.0000, B = 4.0000, C = 21.0238, EAR = 0.1665 
A = 4.1231, B = 4.0000, C = 21.2132, EAR = 0.1915 
A = 3.0000, B = 4.0000, C = 20.0250, EAR = 0.1748 
A = 4.1231, B = 4.0000, C = 21.0950, EAR = 0.1925 
A = 3.0000, B = 3.0000, C = 20.0000, EAR = 0.1500 
A = 4.0000, B = 3.0000, C = 21.2132, EAR = 0.1650 
A = 3.0000, B = 3.0000, C = 21.0238, EAR = 0.1427 
A = 3.0000, B = 3.0000, C = 21.2132, EAR = 0.1414 
A = 3.0000, B = 4.0000, C = 20.0250, EAR = 0.1748 
A = 4.0000, B = 3.0000, C = 21.0950, EAR = 0.1659 
A = 3.0000, B = 3.0000, C = 20.0250, EAR = 0.1498 
A = 4.1231, B = 4.0000, C = 21.2132, EAR = 0.1915 
A = 4.1231, B = 3.0000, C = 19.0263, EAR = 0.1872 
A = 3.0000, B = 3.0000, C = 21.0950, EAR = 0.1422 
A = 4.0000, B = 3.0000, C = 19.0000, EAR = 0.1842 
A = 3.1623, B = 3.1623, C = 20.0998, EAR = 0.1573 
A = 3.0000, B = 3.0000, C = 19.0263, EAR = 0.1577 
A = 3.0000, B = 4.0000, C = 21.2132, EAR = 0.1650 
A = 3.0000, B = 4.0000, C = 18.0278, EAR = 0.1941 
A = 3.1623, B = 4.1231, C = 20.2237, EAR = 0.1801 
A = 3.0000, B = 4.0000, C = 19.0263, EAR = 0.1840 
A = 3.0000, B = 3.0000, C = 21.0950, EAR = 0.1422 
A = 4.0000, B = 3.0000, C = 19.0000, EAR = 0.1842 
A = 3.1623, B = 4.1231, C = 21.2132, EAR = 0.1717 
A = 4.1231, B = 3.0000, C = 18.0000, EAR = 0.1979 
A = 4.1231, B = 4.1231, C = 22.0907, EAR = 0.1866 
A = 3.0000, B = 3.0000, C = 18.0000, EAR = 0.1667 
A = 4.1231, B = 4.1231, C = 20.0998, EAR = 0.2051 
A = 3.0000, B = 3.0000, C = 18.0000, EAR = 0.1667 
A = 3.1623, B = 4.0000, C = 21.0238, EAR = 0.1703 
A = 4.0000, B = 3.0000, C = 18.0000, EAR = 0.1944 
A = 3.1623, B = 4.1231, C = 21.0950, EAR = 0.1727 
A = 3.1623, B = 4.0000, C = 18.0000, EAR = 0.1990 
A = 4.1231, B = 4.0000, C = 21.2132, EAR = 0.1915 
A = 4.1231, B = 4.0000, C = 18.0278, EAR = 0.2253 
A = 4.1231, B = 4.1231, C = 21.0950, EAR = 0.1955 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 3.1623, B = 4.1231, C = 20.2237, EAR = 0.1801 
A = 4.0000, B = 5.0000, C = 18.0000, EAR = 0.2500 
A = 4.0000, B = 4.0000, C = 21.0950, EAR = 0.1896 
A = 4.0000, B = 4.0000, C = 18.0278, EAR = 0.2219 
A = 5.0990, B = 4.1231, C = 21.0950, EAR = 0.2186 
A = 4.0000, B = 4.0000, C = 19.0000, EAR = 0.2105 
A = 5.0990, B = 4.0000, C = 21.0950, EAR = 0.2157 
A = 4.0000, B = 5.0000, C = 19.0000, EAR = 0.2368 
A = 4.1231, B = 5.0000, C = 21.2132, EAR = 0.2150 
A = 4.0000, B = 5.0990, C = 18.0000, EAR = 0.2528 
A = 5.0990, B = 5.0990, C = 20.2237, EAR = 0.2521 
A = 5.0000, B = 6.0000, C = 18.0000, EAR = 0.3056 
A = 5.0990, B = 6.0000, C = 21.2132, EAR = 0.2616 
A = 5.0000, B = 4.0000, C = 19.0000, EAR = 0.2368 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 4.0000, C = 18.0000, EAR = 0.2500 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 5.0990, B = 5.0000, C = 19.0000, EAR = 0.2658 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 5.0000, B = 5.0000, C = 18.0000, EAR = 0.2778 
A = 6.0828, B = 5.0990, C = 20.2237, EAR = 0.2765 
A = 5.0000, B = 5.0000, C = 18.0278, EAR = 0.2774 
A = 5.0990, B = 6.0828, C = 20.2237, EAR = 0.2765 
A = 5.0000, B = 5.0000, C = 19.0000, EAR = 0.2632 
A = 5.0990, B = 5.0990, C = 20.0998, EAR = 0.2537 
A = 4.0000, B = 5.0000, C = 19.0263, EAR = 0.2365 
A = 5.0990, B = 6.0828, C = 20.2237, EAR = 0.2765 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 6.0828, B = 5.0990, C = 20.0998, EAR = 0.2782 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 5.0990, C = 20.0250, EAR = 0.2522 
A = 6.0828, B = 5.0000, C = 21.0950, EAR = 0.2627 
A = 5.0000, B = 6.0000, C = 19.0000, EAR = 0.2895 
A = 6.0828, B = 6.0828, C = 21.2132, EAR = 0.2867 
A = 5.0000, B = 6.0000, C = 19.0263, EAR = 0.2891 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 5.0990, B = 5.0000, C = 19.0000, EAR = 0.2658 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 6.0828, B = 5.0000, C = 19.0000, EAR = 0.2917 
A = 5.0000, B = 6.0000, C = 21.2132, EAR = 0.2593 
A = 6.0000, B = 6.0000, C = 19.0000, EAR = 0.3158 
A = 5.0990, B = 6.0828, C = 21.2132, EAR = 0.2636 
A = 5.0000, B = 6.0000, C = 19.0000, EAR = 0.2895 
A = 5.0000, B = 4.0000, C = 21.2132, EAR = 0.2121 
A = 5.0000, B = 5.0000, C = 19.0263, EAR = 0.2628 
A = 5.0000, B = 5.0990, C = 21.2132, EAR = 0.2380 
A = 4.0000, B = 4.0000, C = 19.0263, EAR = 0.2102 
A = 4.1231, B = 5.0990, C = 20.0998, EAR = 0.2294 
A = 5.0000, B = 5.0000, C = 18.0278, EAR = 0.2774 
A = 4.0000, B = 5.0000, C = 21.0950, EAR = 0.2133 
A = 4.0000, B = 4.0000, C = 19.0263, EAR = 0.2102 
A = 4.0000, B = 5.0000, C = 20.0998, EAR = 0.2239 
A = 4.0000, B = 5.0990, C = 19.0263, EAR = 0.2391 
A = 4.1231, B = 5.0000, C = 21.2132, EAR = 0.2150 
A = 2.0000, B = 1.0000, C = 20.0000, EAR = 0.0750 
A = 2.0000, B = 2.0000, C = 21.0950, EAR = 0.0948 
A = 1.4142, B = 1.0000, C = 20.0000, EAR = 0.0604 
A = 2.0000, B = 2.0000, C = 22.0907, EAR = 0.0905 
A = 2.2361, B = 1.0000, C = 20.0000, EAR = 0.0809 
A = 2.2361, B = 2.0000, C = 22.0907, EAR = 0.0959 
A = 3.0000, B = 3.0000, C = 21.0238, EAR = 0.1427 
A = 3.1623, B = 3.0000, C = 22.2036, EAR = 0.1388 
A = 4.0000, B = 3.0000, C = 20.0250, EAR = 0.1748 
A = 4.0000, B = 4.0000, C = 20.0998, EAR = 0.1990 
A = 4.0000, B = 4.0000, C = 20.0250, EAR = 0.1998 
A = 4.0000, B = 4.0000, C = 20.2237, EAR = 0.1978 
A = 4.0000, B = 5.0000, C = 20.0250, EAR = 0.2247 
A = 4.0000, B = 5.0000, C = 22.0907, EAR = 0.2037 
A = 4.0000, B = 4.1231, C = 19.0263, EAR = 0.2135 
A = 4.1231, B = 4.0000, C = 21.0950, EAR = 0.1925 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 5.0000, B = 5.0000, C = 21.2132, EAR = 0.2357 
A = 5.0000, B = 6.0000, C = 21.0950, EAR = 0.2607 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0000, C = 20.0998, EAR = 0.2488 
A = 5.0000, B = 5.0000, C = 20.2237, EAR = 0.2472 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 5.0990, B = 5.0000, C = 22.2036, EAR = 0.2274 
A = 5.0990, B = 5.0000, C = 20.0998, EAR = 0.2512 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 6.0000, C = 20.0250, EAR = 0.2747 
A = 6.0000, B = 5.0990, C = 21.2132, EAR = 0.2616 
A = 5.0000, B = 5.0990, C = 20.0998, EAR = 0.2512 
A = 5.0990, B = 5.0990, C = 21.2132, EAR = 0.2404 
A = 5.0000, B = 5.0000, C = 21.0950, EAR = 0.2370 
A = 5.0990, B = 6.0000, C = 22.2036, EAR = 0.2499 
A = 5.0000, B = 5.0990, C = 21.0950, EAR = 0.2394 
A = 6.0000, B = 6.0828, C = 21.2132, EAR = 0.2848 
A = 5.0990, B = 5.0000, C = 20.0250, EAR = 0.2522 
A = 6.0828, B = 5.0990, C = 21.2132, EAR = 0.2636 
A = 5.0990, B = 5.0000, C = 21.0950, EAR = 0.2394 
A = 6.0828, B = 5.0990, C = 22.2036, EAR = 0.2518 
A = 5.0990, B = 6.0000, C = 21.0950, EAR = 0.2631 
A = 5.0990, B = 5.0000, C = 21.2132, EAR = 0.2380 
A = 6.0828, B = 6.0000, C = 20.0998, EAR = 0.3006 
